# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.to.snapshot.ms,1781083848958000000,1781083908951000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1781083848958000000,1781083908951000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1781083848958000000,1781083908951000000,0
workspaceModel.do.save.caches.ms,1781083848958000000,1781083908951000000,4
jps.storage.jps.conf.reader.load.component.ms,1781083848958000000,1781083908951000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1781083848958000000,1781083908951000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1781083848958000000,1781083908951000000,0
jps.facet.change.listener.before.change.events.ms,1781083848958000000,1781083908951000000,0
jps.project.serializers.save.ms,1781083848958000000,1781083908951000000,12
workspaceModel.mutableEntityStorage.entities.ms,1781083848958000000,1781083908951000000,0
jps.app.storage.content.reader.load.component.ms,1781083848958000000,1781083908951000000,0
workspaceModel.moduleBridge.before.changed.ms,1781083848958000000,1781083908951000000,0
workspaceModel.save.cache.to.file.ms,1781083848958000000,1781083908951000000,6
workspaceModel.moduleManagerBridge.create.module.instance.ms,1781083848958000000,1781083908951000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1781083848958000000,1781083908951000000,1
jps.library.entities.serializer.load.entities.ms,1781083848958000000,1781083908951000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1781083848958000000,1781083908951000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1781083848958000000,1781083908951000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1781083848958000000,1781083908951000000,1
jps.global.initialize.library.bridges.ms,1781083848958000000,1781083908951000000,0
workspaceModel.moduleBridge.update.option.ms,1781083848958000000,1781083908951000000,0
workspaceModel.sync.entities.ms,1781083848958000000,1781083908951000000,0
jps.modifiable.module.model.bridge.disposing.ms,1781083848958000000,1781083908951000000,0
jps.global.get.library.ms,1781083848958000000,1781083908951000000,0
jps.reload.project.entities.ms,1781083848958000000,1781083908951000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1781083848958000000,1781083908951000000,0
jps.app.storage.content.writer.save.component.ms,1781083848958000000,1781083908951000000,8
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1781083848958000000,1781083908951000000,0
workspaceModel.load.cache.metadata.from.file.ms,1781083848958000000,1781083908951000000,0
jps.save.global.entities.ms,1781083848958000000,1781083908951000000,26
workspaceModel.moduleManagerBridge.newModule.ms,1781083848958000000,1781083908951000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1781083848958000000,1781083908951000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1781083848958000000,1781083908951000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1781083848958000000,1781083908951000000,0
jps.global.handle.changed.events.ms,1781083848958000000,1781083908951000000,0
jps.modifiable.module.model.bridge.renaming.ms,1781083848958000000,1781083908951000000,0
jps.load.project.to.empty.storage.ms,1781083848958000000,1781083908951000000,0
workspaceModel.load.cache.from.file.ms,1781083848958000000,1781083908951000000,0
workspaceModel.global.apply.state.to.project.ms,1781083848958000000,1781083908951000000,4
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1781083848958000000,1781083908951000000,0
jps.library.entities.serializer.save.entities.ms,1781083848958000000,1781083908951000000,1
jps.load.initial.state.ms,1781083848958000000,1781083908951000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1781083848958000000,1781083908951000000,0
jps.global.get.libraries.ms,1781083848958000000,1781083908951000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1781083848958000000,1781083908951000000,0
jps.modifiable.module.model.bridge.new.module.ms,1781083848958000000,1781083908951000000,0
workspaceModel.global.updates.ms,1781083848958000000,1781083908951000000,5
compiler.ArtifactManagerBridge.commit.ms,1781083848958000000,1781083908951000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1781083848958000000,1781083908951000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1781083848958000000,1781083908951000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1781083848958000000,1781083908951000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1781083848958000000,1781083908951000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1781083848958000000,1781083908951000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1781083848958000000,1781083908951000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1781083848958000000,1781083908951000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1781083848958000000,1781083908951000000,0
FlushQueue.waitingTimeMaxNs,1781083848958000000,1781083908951000000,6520831
NonBlockingReadAction.failedExecutionsCount,1781083848958000000,1781083908951000000,0
AWTEventQueue.eventsDispatched,1781083848958000000,1781083908951000000,332
FlushQueue.queueSizeMax,1781083848958000000,1781083908951000000,5
WriteAction.executionsCount,1781083848958000000,1781083908951000000,7
ReadAction.executionsCount,1781083848958000000,1781083908951000000,49586
AWTEventQueue.dispatchTimeTotalNS,1781083848958000000,1781083908951000000,102535210
NonBlockingReadAction.finalizedExecutionsCount,1781083848958000000,1781083908951000000,15
FlushQueue.waitingTimeAvgNs,1781083848958000000,1781083908951000000,260040.25806451612
NonBlockingReadAction.finalizedExecutionTimeUs,1781083848958000000,1781083908951000000,1380
AWTEventQueue.dispatchTimeAvgNs,1781083848958000000,1781083908951000000,308850.1325301205
FlushQueue.executionTimeAvgNs,1781083848958000000,1781083908951000000,131959.8853046595
AWTEventQueue.dispatchTimeMaxNs,1781083848958000000,1781083908951000000,32767999
NonBlockingReadAction.failedExecutionTimeUs,1781083848958000000,1781083908951000000,0
FlushQueue.executionTimeMaxNs,1781083848958000000,1781083908951000000,32767999
FlushQueue.waitingTime90PNs,1781083848958000000,1781083908951000000,397311
FlushQueue.queueSize90P,1781083848958000000,1781083908951000000,4
FlushQueue.queueSizeAvg,1781083848958000000,1781083908951000000,1.7365591397849462
AWTEventQueue.dispatchTime90PNs,1781083848958000000,1781083908951000000,614399
FlushQueue.executionTime90PNs,1781083848958000000,1781083908951000000,207871
FlushQueue.tasksExecuted,1781083848958000000,1781083908951000000,558
JVM.GC.collectionTimesMs,1781083848958000000,1781083908951000000,0
JVM.maxHeapBytes,1781083848958000000,1781083908951000000,7293894656
JVM.committedHeapBytes,1781083848958000000,1781083908951000000,1174405120
JVM.newThreadsCount,1781083848958000000,1781083908951000000,31
JVM.totalSafepointCount,1781083848958000000,1781083908951000000,2
MEM.ramPlusSwapMinusFileMappingsBytes,1781083848958000000,1781083908951000000,2023612416
JVM.totalCpuTimeMs,1781083848958000000,1781083908951000000,6360
JVM.totalBytesAllocated,1781083848958000000,1781083908951000000,310701072
JVM.maxThreadCount,1781083848958000000,1781083908951000000,164
MEM.ramBytes,1781083848958000000,1781083908951000000,2695237632
JVM.threadCount,1781083848958000000,1781083908951000000,122
JVM.totalDirectByteBuffersBytes,1781083848958000000,1781083908951000000,360857602
JVM.totalTimeAtSafepointsMs,1781083848958000000,1781083908951000000,0
MEM.fileMappingsRamBytes,1781083848958000000,1781083908951000000,671625216
MEM.ramMinusFileMappingsBytes,1781083848958000000,1781083908951000000,2023612416
JVM.totalTimeToSafepointsMs,1781083848958000000,1781083908951000000,0
JVM.usedHeapBytes,1781083848958000000,1781083908951000000,776663080
JVM.GC.collections,1781083848958000000,1781083908951000000,0
OS.loadAverage,1781083848958000000,1781083908951000000,3.9521484375
JVM.usedNativeBytes,1781083848958000000,1781083908951000000,344386608
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1781083848958000000,1781083908951000000,0
workspaceModel.workspaceFileIndexData.instances.count,1781083848958000000,1781083908951000000,0
workspaceModel.loading.total.ms,1781083848958000000,1781083908951000000,0
workspaceModel.updates.ms,1781083848958000000,1781083908951000000,4
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1781083848958000000,1781083908951000000,0
workspaceModel.pre.handlers.ms,1781083848958000000,1781083908951000000,0
workspaceModel.updates.precise.ms,1781083848958000000,1781083908951000000,1
workspaceModel.updates.count,1781083848958000000,1781083908951000000,1
workspaceModel.cachedValue.clear.count,1781083848958000000,1781083908951000000,0
workspaceModel.non.incremental.contributors.exclude.roots.computation.time.ms,1781083848958000000,1781083908951000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1781083848958000000,1781083908951000000,2
workspaceModel.workspaceFileIndexData.getPackageName.ms,1781083848958000000,1781083908951000000,0
workspaceModel.cachedValue.total.get.count,1781083848958000000,1781083908951000000,45
workspaceModel.workspaceFileIndexData.processFileSets.ms,1781083848958000000,1781083908951000000,0
workspaceModel.cachedValueWithParameters.clear.count,1781083848958000000,1781083908951000000,0
workspaceModel.update.unloaded.entities.ms,1781083848958000000,1781083908951000000,0
workspaceModel.check.recursive.update.ms,1781083848958000000,1781083908951000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1781083848958000000,1781083908951000000,0
workspaceModel.on.before.changed.ms,1781083848958000000,1781083908951000000,0
workspaceModel.full.replace.project.model.ms,1781083848958000000,1781083908951000000,0
workspaceModel.on.changed.ms,1781083848958000000,1781083908951000000,2
workspaceModel.replace.project.model.ms,1781083848958000000,1781083908951000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1781083848958000000,1781083908951000000,5
workspaceModel.initializing.ms,1781083848958000000,1781083908951000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1781083848958000000,1781083908951000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1781083848958000000,1781083908951000000,0
workspaceModel.to.snapshot.ms,1781083848958000000,1781083908951000000,0
workspaceModel.collect.changes.ms,1781083848958000000,1781083908951000000,0
workspaceModel.loading.from.cache.ms,1781083848958000000,1781083908951000000,0
workspaceModel.non.incremental.contributors.file.sets.computation.time.ms,1781083848958000000,1781083908951000000,0
workspaceModel.init.bridges.ms,1781083848958000000,1781083908951000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1781083848958000000,1781083908951000000,0
workspaceModel.workspaceFileIndexData.init.ms,1781083848958000000,1781083908951000000,0
workspaceModel.non.incremental.contributors.total.update.time.ms,1781083848958000000,1781083908951000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1781083848958000000,1781083908951000000,17
workspaceModel.cachedValueWithParameters.total.get.count,1781083848958000000,1781083908951000000,0
workspaceModel.cachedValue.from.cache.count,1781083848958000000,1781083908951000000,37
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1781083848958000000,1781083908951000000,1
workspaceModel.cachedValue.calculated.count,1781083848958000000,1781083908951000000,8
FileNameCache.totalMisses,1781083848958000000,1781083908951000000,21248
VFS.fileByIdCache.misses,1781083848958000000,1781083908951000000,0
VFS.contentStorage.recordsReadSize,1781083848958000000,1781083908951000000,0
VFS.rootsCount,1781083848958000000,1781083908951000000,69.0
VFS.folderCaseSensitivityReads,1781083848958000000,1781083908951000000,205
VFS.contentStorage.recordsUncompressedSize,1781083848958000000,1781083908951000000,0
VFS.cache.directoriesCreated,1781083848958000000,1781083908951000000,373
VFS.ContentWriter.totalTimeSpentOnSyncOperationsUs,1781083848958000000,1781083908951000000,0
VFS.ContentWriter.totalTasksExecutedSync,1781083848958000000,1781083908951000000,0
VFS.ContentWriter.totalFlushes,1781083848958000000,1781083908951000000,0
VFS.fileChildByName,1781083848958000000,1781083908951000000,3467
FileNameCache.queries,1781083848958000000,1781083908951000000,541248
VFS.ContentWriter.totalTimeSpentOnAsyncOperationsUs,1781083848958000000,1781083908951000000,0
VFS.contentStorage.recordsDeduplicated,1781083848958000000,1781083908951000000,0
VFS.contentStorage.recordsReadDecompressed,1781083848958000000,1781083908951000000,0
VFS.invertedFileNameIndex.requests,1781083848958000000,1781083908951000000,0
VFS.contentStorage.recordsRead,1781083848958000000,1781083908951000000,0
VFS.contentStorage.recordsStored,1781083848958000000,1781083908951000000,0
VFS.contentStorage.recordsStoredSize,1781083848958000000,1781083908951000000,0
VFS.cache.segments,1781083848958000000,1781083908951000000,182
VFS.fileByIdCache.hits,1781083848958000000,1781083908951000000,7
VFS.cache.filesCreated,1781083848958000000,1781083908951000000,44469
VFS.contentStorage.recordsDecompressionTimeUs,1781083848958000000,1781083908951000000,0
VFS.ContentWriter.totalTasksExecutedAsync,1781083848958000000,1781083908951000000,0
VFS.contentStorage.recordsStoredCompressed,1781083848958000000,1781083908951000000,0
VFS.cache.segmentsCreated,1781083848958000000,1781083908951000000,1
StreamlinedBlobStorage.recordsRelocated,1781083848958000000,1781083908951000000,0
FilePageCache.pageHits,1781083848958000000,1781083908951000000,1984
DirectByteBufferAllocator.misses,1781083848958000000,1781083908951000000,0
MappedFileStorage.totalPagesMapped,1781083848958000000,1781083908951000000,17
FilePageCache.uncachedFileAccess,1781083848958000000,1781083908951000000,0
DirectByteBufferAllocator.disposed,1781083848958000000,1781083908951000000,0
FilePageCache.totalBytesStored,1781083848958000000,1781083908951000000,11983712
FilePageCache.maxRegisteredFiles,1781083848958000000,1781083908951000000,444
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1781083848958000000,1781083908951000000,0
FilePageCache.WAL.entriesFlushed,1781083848958000000,1781083908951000000,52
FilePageCache.totalPageStoresUs,1781083848958000000,1781083908951000000,3937
StorageLockContext.competingThreads.avg,1781083848958000000,1781083908951000000,0.0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1781083848958000000,1781083908951000000,1645
FilePageCache.WAL.entriesFlushedOnClose,1781083848958000000,1781083908951000000,0
MappedFileStorage.totalBytesMapped,1781083848958000000,1781083908951000000,266600448
StorageLockContext.competingThreads.90P,1781083848958000000,1781083908951000000,0
StorageLockContext.competingThreads.max,1781083848958000000,1781083908951000000,0
StreamlinedBlobStorage.recordsDeleted,1781083848958000000,1781083908951000000,0
FilePageCache.totalPageLoadsUs,1781083848958000000,1781083908951000000,0
MappedFileStorage.storages,1781083848958000000,1781083908951000000,17
FilePageCache.WAL.flushesForcedByOverflow,1781083848958000000,1781083908951000000,0
FilePageCache.pageLoads,1781083848958000000,1781083908951000000,0
FilePageCache.WAL.entriesFlushedOnRead,1781083848958000000,1781083908951000000,0
DirectByteBufferAllocator.hits,1781083848958000000,1781083908951000000,0
FilePageCache.WAL.entriesFlushedOnTruncate,1781083848958000000,1781083908951000000,3
FilePageCache.WAL.bytesCopiedByApplyUnfinished,1781083848958000000,1781083908951000000,0
FilePageCache.WAL.entriesFlushedOnForce,1781083848958000000,1781083908951000000,0
FilePageCache.WAL.bytesQueued,1781083848958000000,1781083908951000000,12154081
MappedFileStorage.totalTimeSpentOnMappingUs,1781083848958000000,1781083908951000000,49321
FilePageCache.pageFastCacheHits,1781083848958000000,1781083908951000000,11331
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1781083848958000000,1781083908951000000,354418688
FilePageCache.totalPageDisposalsUs,1781083848958000000,1781083908951000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1781083848958000000,1781083908951000000,14490
FileChannelInterruptsRetryer.totalRetriedAttempts,1781083848958000000,1781083908951000000,0
FilePageCache.capacityInBytes,1781083848958000000,1781083908951000000,629145600
FilePageCache.maxCacheSizeInBytes,1781083848958000000,1781083908951000000,354418688
StreamlinedBlobStorage.recordsAllocated,1781083848958000000,1781083908951000000,207
FilePageCache.disposedBuffers,1781083848958000000,1781083908951000000,0
DirectByteBufferAllocator.reclaimed,1781083848958000000,1781083908951000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1781083848958000000,1781083908951000000,0
lexer.JAVA.size.bytes,1781083908951000000,1781083913922000000,96051
parser.JSON.time.ns,1781083908951000000,1781083913922000000,146
writeAction.max.wait.ms,1781083908951000000,1781083913922000000,18
parser.JAVA.size.bytes,1781083908951000000,1781083913922000000,98405
lexer.XML.size.bytes,1781083908951000000,1781083913922000000,3071888
lexer.JSON.time.ns,1781083908951000000,1781083913922000000,437904445
parser.HTML.size.bytes,1781083908951000000,1781083913922000000,518918
parser.XML.size.bytes,1781083908951000000,1781083913922000000,3071888
LowMemory.gcOverloaded,1781083908951000000,1781083913922000000,0
lexer.HTML.time.ns,1781083908951000000,1781083913922000000,24048959
parser.HTML.time.ns,1781083908951000000,1781083913922000000,434183665
parser.JSON.size.bytes,1781083908951000000,1781083913922000000,11420543
parser.XML.time.ns,1781083908951000000,1781083913922000000,1318
LowMemory.gcLoad,1781083908951000000,1781083913922000000,0.0
parser.JAVA.time.ns,1781083908951000000,1781083913922000000,45701082
writeAction.median.wait.ms,1781083908951000000,1781083913922000000,0
lexer.JSON.size.bytes,1781083908951000000,1781083913922000000,11420543
lexer.JAVA.time.ns,1781083908951000000,1781083913922000000,3726127
writeAction.count,1781083908951000000,1781083913922000000,1
lexer.XML.time.ns,1781083908951000000,1781083913922000000,126888125
writeAction.wait.ms,1781083908951000000,1781083913922000000,0
lexer.HTML.size.bytes,1781083908951000000,1781083913922000000,518918
cacheStateStorage.get.counter,1781083908951000000,1781083913922000000,0
cacheStateStorage.get.duration,1781083908951000000,1781083913922000000,0
cacheStateStorage.set.counter,1781083908951000000,1781083913922000000,21
cacheStateStorage.set.duration,1781083908951000000,1781083913922000000,0
Indexes.stubs.lookupDurationMaxMs,1781083908951000000,1781083913922000000,10.0
Indexes.stubs.lookups,1781083908951000000,1781083913922000000,1363
Indexing.cache.totalCacheEvicted,1781083908951000000,1781083913922000000,540
Indexes.allKeys.lookupDurationMaxMs,1781083908951000000,1781083913922000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1781083908951000000,1781083913922000000,0
Indexes.stubs.lookupDurationAvgMs,1781083908951000000,1781083913922000000,0.05429200293470286
Indexing.writesQueuedMax,1781083908951000000,1781083913922000000,0
Indexing.writesQueuedMin,1781083908951000000,1781083913922000000,0
Indexes.entries.lookupDurationAvgMs,1781083908951000000,1781083913922000000,0.6060606060606061
Indexes.entries.lookupDurationMaxMs,1781083908951000000,1781083913922000000,10.0
Indexes.entries.lookups,1781083908951000000,1781083913922000000,66
Indexing.writer_3.totalTimeSpentWritingMs,1781083908951000000,1781083913922000000,0
Indexing.totalTimeIndexersSleptMs,1781083908951000000,1781083913922000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1781083908951000000,1781083913922000000,0
Indexes.allKeys.lookups,1781083908951000000,1781083913922000000,0
Indexing.writesQueuedAvg,1781083908951000000,1781083913922000000,0.0
Indexes.stubs.lookupDuration90PMs,1781083908951000000,1781083913922000000,0.0
Indexes.entries.lookupDuration90PMs,1781083908951000000,1781083913922000000,1.0
Indexing.cache.totalCacheMisses,1781083908951000000,1781083913922000000,540
Indexing.writer_0.totalTimeSpentWritingMs,1781083908951000000,1781083913922000000,0
Indexes.allKeys.lookupDuration90PMs,1781083908951000000,1781083913922000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1781083908951000000,1781083913922000000,0.0
Indexing.cache.totalCacheAccesses,1781083908951000000,1781083913922000000,1540
jps.project.serializers.load.ms,1781083908951000000,1781083913922000000,0
jps.artifact.entities.serializer.load.entities.ms,1781083908951000000,1781083913922000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1781083908951000000,1781083913922000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1781083908951000000,1781083913922000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1781083908951000000,1781083913922000000,0
jps.global.handle.before.change.events.ms,1781083908951000000,1781083913922000000,0
jps.global.initialize.library.bridges.after.loading.ms,1781083908951000000,1781083913922000000,0
jps.module.iml.entities.serializer.save.entities.ms,1781083908951000000,1781083913922000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1781083908951000000,1781083913922000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1781083908951000000,1781083913922000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1781083908951000000,1781083913922000000,0
jps.modifiable.module.model.bridge.load.module.ms,1781083908951000000,1781083913922000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1781083908951000000,1781083913922000000,0
jps.artifact.entities.serializer.save.entities.ms,1781083908951000000,1781083913922000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1781083908951000000,1781083913922000000,0
jps.save.changed.project.entities.ms,1781083908951000000,1781083913922000000,0
workspaceModel.global.updates.count,1781083908951000000,1781083913922000000,0
jps.module.iml.entities.serializer.load.entities.ms,1781083908951000000,1781083913922000000,0
jps.apply.loaded.storage.ms,1781083908951000000,1781083913922000000,0
jps.facet.change.listener.process.change.events.ms,1781083908951000000,1781083913922000000,0
workspaceModel.mutableEntityStorage.hasReferrers.ms,1781083908951000000,1781083913922000000,0
jps.global.get.library.by.name.ms,1781083908951000000,1781083913922000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1781083908951000000,1781083913922000000,0
workspaceModel.mutableEntityStorage.instances.count,1781083908951000000,1781083913922000000,0
workspaceModel.orphan.listener.update.ms,1781083908951000000,1781083913922000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1781083908951000000,1781083913922000000,0
jps.facet.change.listener.init.bridge.ms,1781083908951000000,1781083913922000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1781083908951000000,1781083913922000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1781083908951000000,1781083913922000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1781083908951000000,1781083913922000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1781083908951000000,1781083913922000000,0
workspaceModel.do.save.caches.ms,1781083908951000000,1781083913922000000,0
jps.storage.jps.conf.reader.load.component.ms,1781083908951000000,1781083913922000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1781083908951000000,1781083913922000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1781083908951000000,1781083913922000000,0
jps.facet.change.listener.before.change.events.ms,1781083908951000000,1781083913922000000,0
jps.project.serializers.save.ms,1781083908951000000,1781083913922000000,0
workspaceModel.mutableEntityStorage.entities.ms,1781083908951000000,1781083913922000000,0
jps.app.storage.content.reader.load.component.ms,1781083908951000000,1781083913922000000,0
workspaceModel.moduleBridge.before.changed.ms,1781083908951000000,1781083913922000000,0
workspaceModel.save.cache.to.file.ms,1781083908951000000,1781083913922000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1781083908951000000,1781083913922000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1781083908951000000,1781083913922000000,0
jps.library.entities.serializer.load.entities.ms,1781083908951000000,1781083913922000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1781083908951000000,1781083913922000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1781083908951000000,1781083913922000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1781083908951000000,1781083913922000000,0
jps.global.initialize.library.bridges.ms,1781083908951000000,1781083913922000000,0
workspaceModel.moduleBridge.update.option.ms,1781083908951000000,1781083913922000000,0
workspaceModel.sync.entities.ms,1781083908951000000,1781083913922000000,0
jps.modifiable.module.model.bridge.disposing.ms,1781083908951000000,1781083913922000000,0
jps.global.get.library.ms,1781083908951000000,1781083913922000000,0
jps.reload.project.entities.ms,1781083908951000000,1781083913922000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1781083908951000000,1781083913922000000,0
jps.app.storage.content.writer.save.component.ms,1781083908951000000,1781083913922000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1781083908951000000,1781083913922000000,0
workspaceModel.load.cache.metadata.from.file.ms,1781083908951000000,1781083913922000000,0
jps.save.global.entities.ms,1781083908951000000,1781083913922000000,4
workspaceModel.moduleManagerBridge.newModule.ms,1781083908951000000,1781083913922000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1781083908951000000,1781083913922000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1781083908951000000,1781083913922000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1781083908951000000,1781083913922000000,0
jps.global.handle.changed.events.ms,1781083908951000000,1781083913922000000,0
jps.modifiable.module.model.bridge.renaming.ms,1781083908951000000,1781083913922000000,0
jps.load.project.to.empty.storage.ms,1781083908951000000,1781083913922000000,0
workspaceModel.load.cache.from.file.ms,1781083908951000000,1781083913922000000,0
workspaceModel.global.apply.state.to.project.ms,1781083908951000000,1781083913922000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1781083908951000000,1781083913922000000,0
jps.library.entities.serializer.save.entities.ms,1781083908951000000,1781083913922000000,0
jps.load.initial.state.ms,1781083908951000000,1781083913922000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1781083908951000000,1781083913922000000,0
jps.global.get.libraries.ms,1781083908951000000,1781083913922000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1781083908951000000,1781083913922000000,0
jps.modifiable.module.model.bridge.new.module.ms,1781083908951000000,1781083913922000000,0
workspaceModel.global.updates.ms,1781083908951000000,1781083913922000000,0
compiler.ArtifactManagerBridge.commit.ms,1781083908951000000,1781083913922000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1781083908951000000,1781083913922000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1781083908951000000,1781083913922000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1781083908951000000,1781083913922000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1781083908951000000,1781083913922000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1781083908951000000,1781083913922000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1781083908951000000,1781083913922000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1781083908951000000,1781083913922000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1781083908951000000,1781083913922000000,0
NonBlockingReadAction.failedExecutionsCount,1781083908951000000,1781083913922000000,0
AWTEventQueue.dispatchTimeTotalNS,1781083908951000000,1781083913922000000,24610831
NonBlockingReadAction.finalizedExecutionsCount,1781083908951000000,1781083913922000000,389
NonBlockingReadAction.finalizedExecutionTimeUs,1781083908951000000,1781083913922000000,16726
NonBlockingReadAction.failedExecutionTimeUs,1781083908951000000,1781083913922000000,0
JVM.GC.collectionTimesMs,1781083908951000000,1781083913922000000,97
JVM.maxHeapBytes,1781083908951000000,1781083913922000000,7293894656
JVM.committedHeapBytes,1781083908951000000,1781083913922000000,1275068416
JVM.newThreadsCount,1781083908951000000,1781083913922000000,24
JVM.totalSafepointCount,1781083908951000000,1781083913922000000,9
MEM.ramPlusSwapMinusFileMappingsBytes,1781083908951000000,1781083913922000000,2242404352
JVM.totalCpuTimeMs,1781083908951000000,1781083913922000000,22680
JVM.totalBytesAllocated,1781083908951000000,1781083913922000000,2264966856
JVM.maxThreadCount,1781083908951000000,1781083913922000000,164
MEM.ramBytes,1781083908951000000,1781083913922000000,3007934464
JVM.threadCount,1781083908951000000,1781083913922000000,106
JVM.totalDirectByteBuffersBytes,1781083908951000000,1781083913922000000,47185922
JVM.totalTimeAtSafepointsMs,1781083908951000000,1781083913922000000,100
MEM.fileMappingsRamBytes,1781083908951000000,1781083913922000000,765530112
MEM.ramMinusFileMappingsBytes,1781083908951000000,1781083913922000000,2242404352
JVM.totalTimeToSafepointsMs,1781083908951000000,1781083913922000000,1
JVM.usedHeapBytes,1781083908951000000,1781083913922000000,990862744
JVM.GC.collections,1781083908951000000,1781083913922000000,8
OS.loadAverage,1781083908951000000,1781083913922000000,4.1162109375
JVM.usedNativeBytes,1781083908951000000,1781083913922000000,428109336
