# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.non.incremental.contributors.total.update.time.ms,1781083387730000000,1781083447736000000,1
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1781083387730000000,1781083447736000000,27
workspaceModel.cachedValueWithParameters.from.cache.count,1781083387730000000,1781083447736000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1781083387730000000,1781083447736000000,0
workspaceModel.updates.ms,1781083387730000000,1781083447736000000,85
workspaceModel.updates.count,1781083387730000000,1781083447736000000,5
workspaceModel.loading.total.ms,1781083387730000000,1781083447736000000,13
workspaceModel.cachedValueWithParameters.calculated.count,1781083387730000000,1781083447736000000,0
workspaceModel.collect.changes.ms,1781083387730000000,1781083447736000000,0
workspaceModel.cachedValue.total.get.count,1781083387730000000,1781083447736000000,223
workspaceModel.on.before.changed.ms,1781083387730000000,1781083447736000000,35
workspaceModel.workspaceFileIndexData.markDirty.ms,1781083387730000000,1781083447736000000,0
workspaceModel.workspaceFileIndexData.instances.count,1781083387730000000,1781083447736000000,1
workspaceModel.on.changed.ms,1781083387730000000,1781083447736000000,85
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1781083387730000000,1781083447736000000,4
workspaceModel.entityStorageSnapshotImpl.instances.count,1781083387730000000,1781083447736000000,37
LowMemory.gcOverloaded,1781083387730000000,1781083447736000000,0
lexer.XML.time.ns,1781083387730000000,1781083447736000000,248375
DiskQueryRelay.tasksRequested,1781083387730000000,1781083447736000000,66040
parser.JAVA.time.ns,1781083387730000000,1781083447736000000,77411209
parser.XML.time.ns,1781083387730000000,1781083447736000000,1
LowMemory.gcLoad,1781083387730000000,1781083447736000000,0.0
parser.JAVA.size.bytes,1781083387730000000,1781083447736000000,21782
writeAction.median.wait.ms,1781083387730000000,1781083447736000000,0
DiskQueryRelay.tasksExecuted,1781083387730000000,1781083447736000000,66038
lexer.XML.size.bytes,1781083387730000000,1781083447736000000,813
lexer.HTML.time.ns,1781083387730000000,1781083447736000000,15251626
writeAction.count,1781083387730000000,1781083447736000000,26
lexer.JAVA.size.bytes,1781083387730000000,1781083447736000000,16670
DiskQueryRelay.taskWaitingTotalTimeUs,1781083387730000000,1781083447736000000,5865884
parser.XML.size.bytes,1781083387730000000,1781083447736000000,813
lexer.HTML.size.bytes,1781083387730000000,1781083447736000000,147251
DiskQueryRelay.taskExecutionTotalTimeUs,1781083387730000000,1781083447736000000,3031295
parser.HTML.size.bytes,1781083387730000000,1781083447736000000,147251
lexer.JAVA.time.ns,1781083387730000000,1781083447736000000,5818040
parser.HTML.time.ns,1781083387730000000,1781083447736000000,32738750
writeAction.max.wait.ms,1781083387730000000,1781083447736000000,19
writeAction.wait.ms,1781083387730000000,1781083447736000000,36
Indexing.writesQueuedMax,1781083387730000000,1781083447736000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1781083387730000000,1781083447736000000,275
Indexes.stubs.lookupDuration90PMs,1781083387730000000,1781083447736000000,0.0
Indexing.cache.totalCacheEvicted,1781083387730000000,1781083447736000000,2321505
Indexes.entries.lookups,1781083387730000000,1781083447736000000,3
Indexing.totalTimeIndexersSleptMs,1781083387730000000,1781083447736000000,25589
Indexes.stubs.lookupDurationMaxMs,1781083387730000000,1781083447736000000,0.0
Indexes.stubs.lookups,1781083387730000000,1781083447736000000,2573
Indexes.entries.lookupDurationMaxMs,1781083387730000000,1781083447736000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1781083387730000000,1781083447736000000,0.0
Indexing.cache.totalCacheAccesses,1781083387730000000,1781083447736000000,9685303
Indexing.writer_0.totalTimeSpentWritingMs,1781083387730000000,1781083447736000000,5724
Indexes.stubs.lookupDurationAvgMs,1781083387730000000,1781083447736000000,0.0
Indexing.writer_3.totalTimeSpentWritingMs,1781083387730000000,1781083447736000000,2072
Indexes.entries.lookupDurationAvgMs,1781083387730000000,1781083447736000000,0.0
Indexes.allKeys.lookups,1781083387730000000,1781083447736000000,0
Indexes.allKeys.lookupDurationAvgMs,1781083387730000000,1781083447736000000,0.0
Indexing.cache.totalCacheMisses,1781083387730000000,1781083447736000000,2321505
Indexes.entries.lookupDuration90PMs,1781083387730000000,1781083447736000000,0.0
Indexing.writesQueuedMin,1781083387730000000,1781083447736000000,9223372036854775807
Indexes.allKeys.lookupDuration90PMs,1781083387730000000,1781083447736000000,0.0
Indexing.writer_2.totalTimeSpentWritingMs,1781083387730000000,1781083447736000000,2039
VFS.ContentWriter.totalTasksExecutedAsync,1781083387730000000,1781083447736000000,0
VFS.cache.filesCreated,1781083387730000000,1781083447736000000,229797
VFS.contentStorage.recordsUncompressedSize,1781083387730000000,1781083447736000000,26757
VFS.ContentWriter.totalTimeSpentOnSyncOperationsUs,1781083387730000000,1781083447736000000,0
VFS.fileChildByName,1781083387730000000,1781083447736000000,16188
VFS.fileByIdCache.hits,1781083387730000000,1781083447736000000,4
VFS.contentStorage.recordsReadDecompressed,1781083387730000000,1781083447736000000,1
VFS.contentStorage.recordsReadSize,1781083387730000000,1781083447736000000,29438
VFS.fileByIdCache.misses,1781083387730000000,1781083447736000000,5
FileNameCache.queries,1781083387730000000,1781083447736000000,3274496
VFS.contentStorage.recordsDecompressionTimeUs,1781083387730000000,1781083447736000000,374
VFS.contentStorage.recordsStoredSize,1781083387730000000,1781083447736000000,4406
VFS.contentStorage.recordsDeduplicated,1781083387730000000,1781083447736000000,0
VFS.folderCaseSensitivityReads,1781083387730000000,1781083447736000000,62
VFS.rootsCount,1781083387730000000,1781083447736000000,69.0
VFS.contentStorage.recordsStoredCompressed,1781083387730000000,1781083447736000000,1
VFS.invertedFileNameIndex.requests,1781083387730000000,1781083447736000000,1
VFS.cache.segments,1781083387730000000,1781083447736000000,181
VFS.cache.directoriesCreated,1781083387730000000,1781083447736000000,5156
VFS.cache.segmentsCreated,1781083387730000000,1781083447736000000,182
VFS.ContentWriter.totalTasksExecutedSync,1781083387730000000,1781083447736000000,0
FileNameCache.totalMisses,1781083387730000000,1781083447736000000,60160
VFS.contentStorage.recordsRead,1781083387730000000,1781083447736000000,7
VFS.contentStorage.recordsStored,1781083387730000000,1781083447736000000,3
VFS.ContentWriter.totalTimeSpentOnAsyncOperationsUs,1781083387730000000,1781083447736000000,0
VFS.ContentWriter.totalFlushes,1781083387730000000,1781083447736000000,0
cacheStateStorage.get.duration,1781083387730000000,1781083447736000000,0
cacheStateStorage.set.counter,1781083387730000000,1781083447736000000,3
cacheStateStorage.get.counter,1781083387730000000,1781083447736000000,13
cacheStateStorage.set.duration,1781083387730000000,1781083447736000000,100
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1781083447736000000,1781083507706000000,0
compiler.ArtifactManagerBridge.commit.ms,1781083447736000000,1781083507706000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1781083447736000000,1781083507706000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1781083447736000000,1781083507706000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1781083447736000000,1781083507706000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1781083447736000000,1781083507706000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1781083447736000000,1781083507706000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1781083447736000000,1781083507706000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1781083447736000000,1781083507706000000,0
JVM.GC.collectionTimesMs,1781083447736000000,1781083507706000000,0
JVM.threadCount,1781083447736000000,1781083507706000000,97
JVM.maxHeapBytes,1781083447736000000,1781083507706000000,7293894656
JVM.totalSafepointCount,1781083447736000000,1781083507706000000,0
JVM.maxThreadCount,1781083447736000000,1781083507706000000,170
MEM.fileMappingsRamBytes,1781083447736000000,1781083507706000000,672043008
OS.loadAverage,1781083447736000000,1781083507706000000,4.18798828125
JVM.newThreadsCount,1781083447736000000,1781083507706000000,27
JVM.totalCpuTimeMs,1781083447736000000,1781083507706000000,2780
JVM.totalDirectByteBuffersBytes,1781083447736000000,1781083507706000000,358907906
JVM.GC.collections,1781083447736000000,1781083507706000000,0
JVM.totalBytesAllocated,1781083447736000000,1781083507706000000,36289328
JVM.usedNativeBytes,1781083447736000000,1781083507706000000,331357360
MEM.ramMinusFileMappingsBytes,1781083447736000000,1781083507706000000,2110443520
JVM.totalTimeAtSafepointsMs,1781083447736000000,1781083507706000000,0
JVM.usedHeapBytes,1781083447736000000,1781083507706000000,520622096
MEM.ramBytes,1781083447736000000,1781083507706000000,2782486528
MEM.ramPlusSwapMinusFileMappingsBytes,1781083447736000000,1781083507706000000,2110443520
JVM.committedHeapBytes,1781083447736000000,1781083507706000000,1287651328
JVM.totalTimeToSafepointsMs,1781083447736000000,1781083507706000000,0
jps.modifiable.module.model.bridge.renaming.ms,1781083447736000000,1781083507706000000,0
workspaceModel.mutableEntityStorage.entities.ms,1781083447736000000,1781083507706000000,0
jps.global.get.library.ms,1781083447736000000,1781083507706000000,0
jps.global.initialize.library.bridges.ms,1781083447736000000,1781083507706000000,0
workspaceModel.orphan.listener.update.ms,1781083447736000000,1781083507706000000,0
jps.project.serializers.save.ms,1781083447736000000,1781083507706000000,0
jps.global.initialize.library.bridges.after.loading.ms,1781083447736000000,1781083507706000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1781083447736000000,1781083507706000000,0
workspaceModel.sync.entities.ms,1781083447736000000,1781083507706000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1781083447736000000,1781083507706000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1781083447736000000,1781083507706000000,0
jps.modifiable.module.model.bridge.load.module.ms,1781083447736000000,1781083507706000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1781083447736000000,1781083507706000000,0
jps.library.entities.serializer.load.entities.ms,1781083447736000000,1781083507706000000,0
jps.save.global.entities.ms,1781083447736000000,1781083507706000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1781083447736000000,1781083507706000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1781083447736000000,1781083507706000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1781083447736000000,1781083507706000000,0
jps.modifiable.module.model.bridge.new.module.ms,1781083447736000000,1781083507706000000,0
jps.artifact.entities.serializer.load.entities.ms,1781083447736000000,1781083507706000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1781083447736000000,1781083507706000000,0
jps.facet.change.listener.init.bridge.ms,1781083447736000000,1781083507706000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1781083447736000000,1781083507706000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1781083447736000000,1781083507706000000,0
jps.library.entities.serializer.save.entities.ms,1781083447736000000,1781083507706000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1781083447736000000,1781083507706000000,0
jps.save.changed.project.entities.ms,1781083447736000000,1781083507706000000,0
jps.reload.project.entities.ms,1781083447736000000,1781083507706000000,0
workspaceModel.global.apply.state.to.project.ms,1781083447736000000,1781083507706000000,0
workspaceModel.global.updates.ms,1781083447736000000,1781083507706000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1781083447736000000,1781083507706000000,0
jps.app.storage.content.reader.load.component.ms,1781083447736000000,1781083507706000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1781083447736000000,1781083507706000000,0
jps.project.serializers.load.ms,1781083447736000000,1781083507706000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1781083447736000000,1781083507706000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1781083447736000000,1781083507706000000,0
jps.load.initial.state.ms,1781083447736000000,1781083507706000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1781083447736000000,1781083507706000000,0
jps.apply.loaded.storage.ms,1781083447736000000,1781083507706000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1781083447736000000,1781083507706000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1781083447736000000,1781083507706000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1781083447736000000,1781083507706000000,0
workspaceModel.load.cache.metadata.from.file.ms,1781083447736000000,1781083507706000000,0
jps.load.project.to.empty.storage.ms,1781083447736000000,1781083507706000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1781083447736000000,1781083507706000000,0
jps.facet.change.listener.process.change.events.ms,1781083447736000000,1781083507706000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1781083447736000000,1781083507706000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1781083447736000000,1781083507706000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1781083447736000000,1781083507706000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1781083447736000000,1781083507706000000,0
workspaceModel.save.cache.to.file.ms,1781083447736000000,1781083507706000000,0
